Field	X	Y
0	-3.11064e-07	-4.28411e-08
-5	-4.62869e-07	-9.3133e-10
-10	-5.4669e-07	0.0
-15	-5.44827e-07	6.51929e-09
-20	-4.638e-07	3.91158e-08
-25	-4.92673e-07	-5.58796e-09
-30	-5.52278e-07	1.76952e-08
-35	-6.51929e-07	4.47037e-08
-40	-6.34234e-07	6.05364e-08
-45	-7.90697e-07	7.17123e-08
-50	-9.127e-07	5.77422e-08
-55	-4.638e-07	5.58796e-09
-60	8.38196e-09	0.0
-65	1.42493e-07	2.51458e-08
-70	3.4366e-07	-1.21073e-08
-75	2.97094e-07	3.35278e-08
-80	2.53322e-07	3.44592e-08
-85	2.64497e-07	1.95579e-08
-90	1.22935e-07	1.86266e-09
-95	1.21073e-08	1.86266e-09
-100	-6.89183e-08	0.0
-105	-8.47508e-08	4.37724e-08
-110	-1.55532e-07	-7.45064e-09
-115	-2.3842e-07	-1.86266e-09
-120	-1.85334e-07	2.51458e-08
-125	-1.31317e-07	2.98025e-08
-130	-2.19793e-07	-1.02446e-08
-135	-2.28175e-07	-2.88711e-08
-140	-2.23518e-07	-7.82316e-08
