Field	X	Y
0	-3.93951e-07	2.08617e-07
-5	-3.46454e-07	8.28882e-08
-10	-3.40866e-07	9.12701e-08
-15	-4.36792e-07	2.04892e-08
-20	-4.638e-07	6.61244e-08
-25	-5.12231e-07	4.65664e-08
-30	-4.9733e-07	4.65664e-09
-35	-4.93605e-07	2.51458e-08
-40	-4.9733e-07	1.30386e-08
-45	-5.95119e-07	-5.49483e-08
-50	-6.2399e-07	-2.32832e-08
-55	-2.6636e-07	-2.79398e-09
-60	2.92437e-07	5.58796e-08
-65	4.12578e-07	9.87206e-08
-70	4.2096e-07	0.0
-75	3.16651e-07	-9.3133e-10
-80	1.84403e-07	-9.3133e-10
-85	5.1223e-08	-5.58796e-09
-90	-6.70557e-08	1.21073e-08
-95	-4.47037e-08	1.86266e-09
-100	-1.04309e-07	6.5193e-08
-105	-1.22935e-07	2.79398e-08
-110	-1.65776e-07	3.44592e-08
-115	-2.32832e-07	1.39699e-08
-120	-1.60188e-07	6.23991e-08
-125	-9.6858e-08	1.09897e-07
-130	-1.34111e-07	3.81845e-08
-135	-2.319e-07	5.58796e-09
-140	-1.71364e-07	1.25729e-07
