Field	X	Y
0	-4.19097e-07	1.08034e-07
-5	-4.17234e-07	6.70557e-08
-10	-4.88017e-07	1.76952e-08
-15	-4.60075e-07	9.3133e-10
-20	-5.15956e-07	5.21543e-08
-25	-6.38891e-07	1.67639e-08
-30	-6.2399e-07	9.3133e-10
-35	-6.22127e-07	8.28882e-08
-40	-6.41685e-07	5.68109e-08
-45	-7.74864e-07	7.63689e-08
-50	-8.67996e-07	2.79398e-08
-55	-4.25616e-07	5.02916e-08
-60	7.82316e-08	1.11759e-07
-65	1.546e-07	1.22935e-07
-70	2.97094e-07	6.5193e-08
-75	2.73811e-07	4.8429e-08
-80	2.319e-07	1.58326e-08
-85	2.07686e-07	5.58796e-09
-90	1.02446e-07	9.31328e-09
-95	9.3133e-10	5.49483e-08
-100	-3.35278e-08	1.07103e-07
-105	-1.4715e-07	1.30386e-08
-110	-2.02098e-07	0.0
-115	-1.34111e-07	0.0
-120	-1.22004e-07	0.0
-125	-1.08034e-07	-1.86266e-09
-130	-5.68109e-08	-1.86266e-09
-135	-3.35278e-08	0.0
-140	-1.38768e-07	0.0
