Field	X	Y
0	-2.4494e-07	9.03387e-08
-5	-4.68457e-07	-6.51929e-09
-10	-5.56003e-07	-9.22014e-08
-15	-4.68457e-07	1.86266e-09
-20	-4.91742e-07	8.66135e-08
-25	-5.52278e-07	1.15484e-07
-30	-5.3272e-07	1.17347e-07
-35	-5.94187e-07	6.05364e-08
-40	-7.12465e-07	1.1269e-07
-45	-8.0746e-07	6.89183e-08
-50	-8.65202e-07	4.09784e-08
-55	-3.50179e-07	7.82316e-08
-60	2.2445e-07	-3.81845e-08
-65	1.94647e-07	4.65664e-08
-70	2.78467e-07	1.16416e-07
-75	2.76605e-07	6.23991e-08
-80	2.82193e-07	3.81845e-08
-85	2.43077e-07	5.58796e-09
-90	1.39699e-07	3.91158e-08
-95	9.31327e-08	3.44592e-08
-100	-8.10255e-08	2.70085e-08
-105	-2.60771e-08	1.45287e-07
-110	-5.40169e-08	4.65664e-08
-115	-1.24798e-07	3.81845e-08
-120	-1.99304e-07	3.72532e-09
-125	-2.43077e-07	3.72531e-08
-130	-1.50875e-07	-1.02446e-08
-135	-1.38768e-07	-6.33304e-08
-140	-1.89059e-07	-7.45064e-09
