Field	X	Y
0	3.44592e-08	4.5635e-08
-5	-2.70085e-08	3.72532e-09
-10	-1.03377e-07	1.86266e-08
-15	-1.20142e-07	3.81845e-08
-20	-7.82316e-08	1.76952e-08
-25	-2.51458e-08	-1.49013e-08
-30	-9.87206e-08	-7.0781e-08
-35	-1.22004e-07	5.02916e-08
-40	-2.1793e-07	3.81845e-08
-45	-1.8254e-07	1.02446e-08
-50	-1.55532e-07	6.14677e-08
-55	4.96399e-07	1.02446e-07
-60	1.06544e-06	1.23867e-07
-65	5.62522e-07	9.22014e-08
-70	-4.28411e-08	8.38195e-08
-75	-2.28175e-07	1.95579e-08
-80	-2.20724e-07	8.66135e-08
-85	-2.46802e-07	3.72531e-08
-90	-2.48665e-07	-4.65664e-09
-95	-2.91506e-07	-1.11759e-08
-100	-2.6636e-07	-2.79398e-09
-105	-2.54253e-07	-5.96051e-08
-110	-2.48665e-07	7.91629e-08
-115	-2.18862e-07	7.45063e-08
-120	-1.57394e-07	1.08034e-07
-125	-2.30969e-07	8.47508e-08
-130	-3.37141e-07	6.33304e-08
-135	-2.64497e-07	5.40169e-08
-140	-2.49596e-07	-2.32832e-08
