Field	X	Y
0	-6.14677e-08	-2.84987e-07
-5	-1.62982e-07	-3.07339e-08
-10	-2.25381e-07	7.73002e-08
-15	-1.69502e-07	1.08965e-07
-20	-2.30038e-07	9.77893e-08
-25	-2.47734e-07	1.18278e-07
-30	-2.09548e-07	6.61244e-08
-35	-2.35626e-07	2.79398e-09
-40	-3.38072e-07	-6.42617e-08
-45	-3.69737e-07	4.00471e-08
-50	-3.716e-07	-1.11759e-08
-55	1.56463e-07	3.35278e-08
-60	8.55889e-07	4.8429e-08
-65	6.67762e-07	5.58796e-09
-70	2.83124e-07	7.17123e-08
-75	1.38768e-07	-3.53905e-08
-80	-1.14553e-07	8.19568e-08
-85	-2.37488e-07	1.21073e-08
-90	-3.25033e-07	0.0
-95	-3.4366e-07	2.79398e-09
-100	-2.73811e-07	9.87206e-08
-105	-2.51459e-07	-3.44592e-08
-110	-2.71017e-07	-1.76952e-08
-115	-1.86265e-07	6.89183e-08
-120	-2.48665e-07	6.61244e-08
-125	-2.12342e-07	5.30856e-08
-130	-2.07686e-07	1.11759e-08
-135	-2.4494e-07	-1.86266e-09
-140	-1.55532e-07	0.0
