Field	X	Y
0	-7.45064e-09	1.94647e-07
-5	-2.12342e-07	3.91158e-08
-10	-2.98025e-07	-3.35278e-08
-15	-2.57978e-07	-8.38196e-09
-20	-3.11064e-07	-3.72532e-09
-25	-2.88712e-07	0.0
-30	-2.70085e-07	0.0
-35	-2.5239e-07	-9.3133e-10
-40	-3.45522e-07	0.0
-45	-2.98025e-07	8.56821e-08
-50	-4.39586e-07	1.58326e-08
-55	-1.11759e-08	9.3133e-10
-60	6.75213e-07	0.0
-65	2.82193e-07	-4.47037e-08
-70	-8.66135e-08	-1.02446e-08
-75	-1.35974e-07	-7.45064e-09
-80	-1.22935e-07	-9.3133e-10
-85	-2.14205e-08	9.59267e-08
-90	-2.88711e-08	6.23991e-08
-95	-1.08034e-07	5.58796e-09
-100	-1.22935e-07	0.0
-105	-1.58326e-07	6.89183e-08
-110	-1.29455e-07	1.18278e-07
-115	-2.08617e-07	9.59267e-08
-120	-2.81261e-07	3.72531e-08
-125	-2.5239e-07	3.72531e-08
-130	-1.9651e-07	7.73002e-08
-135	-2.25381e-07	1.11759e-08
-140	-1.74158e-07	6.98496e-08
