Field	X	Y
0	-3.83707e-07	2.33763e-07
-5	-4.09784e-07	2.32832e-08
-10	-4.17234e-07	1.86266e-09
-15	-4.74976e-07	6.5193e-08
-20	-4.80566e-07	1.14553e-07
-25	-5.44827e-07	1.21073e-07
-30	-5.51347e-07	4.19097e-08
-35	-6.01638e-07	1.86266e-08
-40	-8.03735e-07	1.39699e-08
-45	-8.40988e-07	1.08034e-07
-50	-8.78241e-07	3.35278e-08
-55	-5.06643e-07	1.06171e-07
-60	3.44592e-08	8.19568e-08
-65	9.9652e-08	9.31328e-09
-70	2.67291e-07	8.84761e-08
-75	3.41797e-07	4.5635e-08
-80	2.61703e-07	4.65664e-09
-85	2.48665e-07	4.47037e-08
-90	1.77884e-07	9.3133e-10
-95	4.65664e-08	-1.67639e-08
-100	3.72532e-09	7.26436e-08
-105	1.67639e-08	-5.68109e-08
-110	-8.47508e-08	-1.67639e-08
-115	-9.31327e-08	6.05364e-08
-120	-2.14205e-07	7.45064e-09
-125	-1.65776e-07	6.98496e-08
-130	-1.48081e-07	9.22014e-08
-135	-1.76021e-07	2.04892e-08
-140	-2.32832e-07	9.59267e-08
