Field	X	Y
0	-7.35749e-08	-3.05476e-07
-5	-5.21543e-08	-5.58796e-09
-10	-7.54376e-08	6.51929e-09
-15	-1.20142e-07	4.37724e-08
-20	-1.23867e-07	1.13622e-07
-25	-1.18278e-07	1.03377e-07
-30	-1.24798e-07	1.22004e-07
-35	-1.51806e-07	1.28523e-07
-40	-1.34111e-07	1.1921e-07
-45	-2.1048e-07	6.61244e-08
-50	-2.46802e-07	2.98025e-08
-55	3.86501e-07	1.95579e-08
-60	9.81621e-07	1.86266e-09
-65	5.43896e-07	0.0
-70	8.38195e-08	2.88711e-08
-75	-9.49954e-08	2.88711e-08
-80	-2.06755e-07	6.05364e-08
-85	-3.82775e-07	4.65664e-08
-90	-3.90226e-07	-3.07339e-08
-95	-2.95231e-07	-2.51458e-08
-100	-2.91506e-07	1.21073e-08
-105	-3.2969e-07	1.86266e-09
-110	-2.81261e-07	5.58796e-08
-115	-2.55184e-07	-1.76952e-08
-120	-1.77884e-07	-2.60771e-08
-125	-2.01167e-07	1.86266e-09
-130	-2.44008e-07	1.04309e-07
-135	-2.43077e-07	1.04309e-07
-140	-2.46802e-07	1.21073e-07
