Field	X	Y
0	-1.10828e-07	0.0
-5	-1.56463e-07	-5.58796e-09
-10	-6.7987e-08	3.72532e-09
-15	-1.49013e-08	0.0
-20	-1.06171e-07	1.00583e-07
-25	-8.19568e-08	7.26436e-08
-30	-2.88711e-08	-2.88711e-08
-35	-2.06755e-07	-5.58796e-09
-40	-1.66708e-07	1.95579e-08
-45	-2.11411e-07	5.1223e-08
-50	-2.62635e-07	1.06171e-07
-55	3.7905e-07	9.49954e-08
-60	9.65789e-07	1.01515e-07
-65	5.34583e-07	1.1921e-07
-70	2.88711e-08	1.67639e-08
-75	-1.4715e-07	9.3133e-10
-80	-2.95231e-07	8.38196e-09
-85	-4.66594e-07	9.3133e-10
-90	-4.34929e-07	8.28882e-08
-95	-2.72879e-07	1.10828e-07
-100	-2.29106e-07	1.22004e-07
-105	-1.60188e-07	3.53905e-08
-110	-1.77884e-07	8.00942e-08
-115	-1.85334e-07	4.47037e-08
-120	-1.31317e-07	6.05364e-08
-125	-1.41562e-07	-5.21543e-08
-130	-1.35043e-07	-8.10255e-08
-135	-2.33763e-07	-4.47037e-08
-140	-2.98956e-07	6.51929e-09
