Field	X	Y
0	-1.66708e-07	-1.78815e-07
-5	-2.27244e-07	-8.00942e-08
-10	-2.70085e-07	-5.21543e-08
-15	-2.93368e-07	-4.74977e-08
-20	-2.54253e-07	-5.58796e-09
-25	-2.50528e-07	6.70557e-08
-30	-3.50179e-07	9.6858e-08
-35	-3.716e-07	2.88711e-08
-40	-4.74045e-07	8.10255e-08
-45	-5.12231e-07	5.02916e-08
-50	-5.65316e-07	1.00583e-07
-55	1.95579e-08	7.91629e-08
-60	6.3144e-07	1.95579e-08
-65	5.23407e-07	4.47037e-08
-70	3.74393e-07	1.76952e-08
-75	2.13274e-07	9.3133e-10
-80	2.32832e-08	8.75448e-08
-85	-1.38768e-07	1.35043e-07
-90	-2.37488e-07	1.23867e-07
-95	-2.30969e-07	2.14205e-08
-100	-2.46802e-07	1.95579e-08
-105	-2.37488e-07	9.03387e-08
-110	-1.93716e-07	1.16416e-07
-115	-1.73227e-07	1.22004e-07
-120	-3.41797e-07	1.1921e-07
-125	-2.50528e-07	7.45063e-08
-130	-1.89059e-07	8.38196e-09
-135	-2.22587e-07	1.39699e-08
-140	-2.46802e-07	1.07103e-07
