Field	X	Y
0	-3.74393e-07	2.16068e-07
-5	-4.61938e-07	-9.3133e-10
-10	-3.85569e-07	-4.19097e-08
-15	-3.76256e-07	-1.02446e-08
-20	-3.74393e-07	-9.3133e-10
-25	-3.77187e-07	0.0
-30	-3.75325e-07	-3.44592e-08
-35	-4.80566e-07	-1.49013e-08
-40	-6.69625e-07	-2.98025e-08
-45	-6.57517e-07	6.51929e-09
-50	-8.1398e-07	0.0
-55	-3.04544e-07	-1.02446e-08
-60	2.08617e-07	8.84761e-08
-65	4.65664e-09	3.25965e-08
-70	4.8429e-08	6.33304e-08
-75	1.3318e-07	8.38196e-09
-80	6.14677e-08	0.0
-85	1.17347e-07	7.17123e-08
-90	4.93603e-08	2.98025e-08
-95	-2.42145e-08	1.06171e-07
-100	-3.63218e-08	3.25965e-08
-105	-1.11759e-07	-6.23991e-08
-110	-1.23867e-07	6.05364e-08
-115	-1.24798e-07	4.65664e-08
-120	-1.24798e-07	-1.02446e-08
-125	-1.73227e-07	-9.3133e-10
-130	-2.02098e-07	2.42145e-08
-135	-1.55532e-07	-5.96051e-08
-140	-1.80677e-07	-3.35278e-08
