Field	X	Y
0	-1.22935e-07	7.26436e-08
-5	-1.30386e-07	8.00942e-08
-10	-1.24798e-07	9.22014e-08
-15	-2.16068e-07	1.21073e-08
-20	-2.42146e-07	6.70557e-08
-25	-2.01167e-07	1.39699e-08
-30	-8.56821e-08	8.10255e-08
-35	-1.21073e-07	2.60771e-08
-40	-2.55184e-07	7.45064e-09
-45	-4.45174e-07	7.45064e-09
-50	-3.22239e-07	2.51458e-08
-55	2.67291e-07	1.1269e-07
-60	9.36914e-07	8.84761e-08
-65	6.93839e-07	4.28411e-08
-70	1.32249e-07	1.23867e-07
-75	1.11759e-08	6.05364e-08
-80	-1.32249e-07	7.45064e-09
-85	-3.31553e-07	1.58326e-08
-90	-3.69737e-07	-4.19097e-08
-95	-3.22239e-07	-2.42145e-08
-100	-2.57978e-07	-2.79398e-09
-105	-2.48665e-07	0.0
-110	-2.47734e-07	1.09897e-07
-115	-2.48665e-07	1.51806e-07
-120	-2.65429e-07	2.79398e-08
-125	-1.85334e-07	2.79398e-09
-130	-2.3842e-07	7.73002e-08
-135	-1.60188e-07	1.02446e-08
-140	-1.88128e-07	9.77893e-08
