Field	X	Y
0	-5.28064e-07	-1.01515e-07
-5	-3.87432e-07	4.47037e-08
-10	-4.01402e-07	1.16416e-07
-15	-4.04196e-07	1.04309e-07
-20	-4.66594e-07	1.39699e-08
-25	-5.09437e-07	-4.00471e-08
-30	-5.00124e-07	4.19097e-08
-35	-5.77424e-07	8.84761e-08
-40	-6.88251e-07	4.00471e-08
-45	-6.90114e-07	3.72532e-09
-50	-8.58683e-07	4.8429e-08
-55	-4.54487e-07	1.07103e-07
-60	4.37724e-08	1.86266e-08
-65	1.85334e-07	5.1223e-08
-70	3.17583e-07	4.19097e-08
-75	2.54253e-07	1.00583e-07
-80	2.59841e-07	4.28411e-08
-85	2.4494e-07	5.58796e-09
-90	1.38768e-07	6.51929e-09
-95	7.35749e-08	0.0
-100	1.02446e-08	-9.3133e-10
-105	-3.25965e-08	9.31327e-08
-110	-2.32832e-08	1.58326e-08
-115	-1.66708e-07	-2.79398e-09
-120	-1.84403e-07	0.0
-125	-2.39352e-07	0.0
-130	-2.30038e-07	9.77893e-08
-135	-1.36905e-07	4.37724e-08
-140	-1.51806e-07	3.72532e-09
