Field	X	Y
0	-3.69737e-07	-1.08965e-07
-5	-1.90922e-07	1.86266e-09
-10	-7.35749e-08	0.0
-15	-8.10255e-08	-1.86266e-09
-20	-5.96051e-08	1.08034e-07
-25	-3.35278e-08	7.82316e-08
-30	-8.00942e-08	8.38196e-09
-35	-1.20142e-07	-7.45064e-09
-40	-1.6112e-07	0.0
-45	-2.34694e-07	1.49013e-08
-50	-3.32484e-07	1.60188e-07
-55	3.67874e-07	8.38195e-08
-60	1.03005e-06	9.31328e-09
-65	5.53209e-07	1.00583e-07
-70	2.60771e-08	1.18278e-07
-75	-1.10828e-07	2.79398e-08
-80	-1.90922e-07	3.16652e-08
-85	-3.40866e-07	4.47037e-08
-90	-4.66594e-07	2.79398e-08
-95	-2.46802e-07	9.31327e-08
-100	-2.37488e-07	3.35278e-08
-105	-2.59841e-07	8.56821e-08
-110	-2.51459e-07	1.20142e-07
-115	-2.32832e-07	1.23867e-07
-120	-2.39352e-07	1.48081e-07
-125	-1.50875e-07	1.26661e-07
-130	-1.98373e-07	3.91158e-08
-135	-2.51459e-07	4.8429e-08
-140	-2.65429e-07	1.39699e-08
