Field	X	Y
0	-1.35043e-07	1.39699e-08
-5	-4.20028e-07	1.67639e-08
-10	-4.74976e-07	-1.21073e-08
-15	-4.09784e-07	-1.86266e-09
-20	-4.90811e-07	-5.58796e-09
-25	-6.03501e-07	5.58796e-09
-30	-6.20264e-07	3.72531e-08
-35	-6.22127e-07	-1.58326e-08
-40	-6.26784e-07	-3.16652e-08
-45	-8.03735e-07	-7.45064e-09
-50	-9.4809e-07	6.5193e-08
-55	-4.32135e-07	8.84761e-08
-60	1.67639e-07	3.44592e-08
-65	8.66135e-08	3.16652e-08
-70	2.22587e-07	6.98496e-08
-75	3.11064e-07	9.12701e-08
-80	2.57978e-07	2.88711e-08
-85	2.97094e-07	-3.53905e-08
-90	1.0524e-07	4.19097e-08
-95	7.45064e-09	2.04892e-08
-100	-4.28411e-08	1.86266e-09
-105	-1.10828e-07	1.21073e-08
-110	-3.35278e-08	8.84761e-08
-115	-7.82316e-08	1.86266e-08
-120	-9.59267e-08	6.5193e-08
-125	-1.46219e-07	2.32832e-08
-130	-1.97441e-07	1.02446e-07
-135	-1.55532e-07	8.38195e-08
-140	-8.66135e-08	1.11759e-08
