Field	X	Y
0	-2.95231e-07	1.02446e-07
-5	-2.03029e-07	6.51929e-09
-10	-2.98025e-07	2.88711e-08
-15	-2.57047e-07	8.00942e-08
-20	-2.44008e-07	8.38196e-09
-25	-2.20724e-07	1.95579e-08
-30	-1.71364e-07	1.09897e-07
-35	-2.41214e-07	7.63689e-08
-40	-3.03613e-07	5.40169e-08
-45	-4.04196e-07	1.39699e-08
-50	-4.58213e-07	1.86266e-09
-55	1.72296e-07	1.11759e-08
-60	6.82663e-07	0.0
-65	3.11064e-07	2.79398e-08
-70	-6.5193e-08	4.28411e-08
-75	-5.86735e-08	4.8429e-08
-80	-1.39699e-08	3.81845e-08
-85	-1.86266e-09	8.19568e-08
-90	-4.47037e-08	-1.67639e-08
-95	-2.01167e-07	-1.95579e-08
-100	-2.2445e-07	7.73002e-08
-105	-1.98373e-07	1.39699e-08
-110	-2.34694e-07	0.0
-115	-2.3842e-07	-1.02446e-08
-120	-2.91506e-07	-9.3133e-10
-125	-2.59841e-07	4.74977e-08
-130	-2.42146e-07	2.32832e-08
-135	-2.46802e-07	-2.88711e-08
-140	-2.48665e-07	-5.58796e-09
