Field	X	Y
0	-1.60188e-07	6.51929e-09
-5	-2.4494e-07	2.51458e-08
-10	-3.2969e-07	7.26436e-08
-15	-3.58561e-07	1.03377e-07
-20	-3.75325e-07	6.33304e-08
-25	-2.98025e-07	1.39699e-08
-30	-3.31553e-07	9.3133e-10
-35	-3.84638e-07	2.42145e-08
-40	-4.44243e-07	1.04309e-07
-45	-4.92673e-07	1.22004e-07
-50	-4.9733e-07	6.7987e-08
-55	-5.58796e-09	1.14553e-07
-60	5.70904e-07	8.38195e-08
-65	2.45871e-07	1.1269e-07
-70	-4.93603e-08	9.31328e-09
-75	-1.20142e-07	-3.07339e-08
-80	-1.76952e-08	-3.72532e-09
-85	3.72532e-09	1.11759e-08
-90	-4.93603e-08	4.00471e-08
-95	-5.86735e-08	1.03377e-07
-100	-1.29455e-07	4.00471e-08
-105	-1.25729e-07	6.51929e-09
-110	-1.24798e-07	3.44592e-08
-115	-1.45287e-07	1.13622e-07
-120	-1.32249e-07	4.93603e-08
-125	-1.35974e-07	-4.74977e-08
-130	-1.27592e-07	5.1223e-08
-135	-1.60188e-07	1.1921e-07
-140	-2.44008e-07	2.32832e-08
