Field	X	Y
0	-1.29455e-07	-2.88712e-07
-5	-1.63914e-07	-4.28411e-08
-10	-2.23518e-07	-1.30386e-08
-15	-2.55184e-07	5.68109e-08
-20	-3.4366e-07	0.0
-25	-4.32135e-07	0.0
-30	-3.10132e-07	1.58326e-08
-35	-3.1572e-07	5.58796e-09
-40	-4.64732e-07	1.01515e-07
-45	-4.04196e-07	6.33304e-08
-50	-4.60075e-07	6.51929e-09
-55	1.86266e-09	3.72532e-09
-60	6.33303e-07	3.91158e-08
-65	5.45759e-07	3.35278e-08
-70	3.16651e-07	8.66135e-08
-75	1.73227e-07	-6.14677e-08
-80	-3.53905e-08	-1.49013e-08
-85	-1.85334e-07	8.94074e-08
-90	-2.43077e-07	1.39699e-08
-95	-2.35626e-07	0.0
-100	-2.84055e-07	5.30856e-08
-105	-2.56116e-07	-2.14205e-08
-110	-2.48665e-07	4.8429e-08
-115	-1.60188e-07	4.8429e-08
-120	-1.41562e-07	-7.45064e-09
-125	-1.62982e-07	-9.3133e-10
-130	-2.23518e-07	1.11759e-08
-135	-2.06755e-07	4.09784e-08
-140	-2.39352e-07	1.10828e-07
