Field	X	Y
0	-2.4494e-07	2.05823e-07
-5	-1.15484e-07	9.59267e-08
-10	-1.49013e-08	1.09897e-07
-15	-5.02916e-08	4.19097e-08
-20	-1.16416e-07	1.11759e-07
-25	-1.46219e-07	8.75448e-08
-30	-2.03961e-07	1.0524e-07
-35	-1.62051e-07	8.66135e-08
-40	-1.49013e-07	2.32832e-08
-45	-2.05823e-07	8.66135e-08
-50	-1.52738e-07	6.70557e-08
-55	3.03613e-07	2.32832e-08
-60	9.71377e-07	1.06171e-07
-65	6.22127e-07	9.12701e-08
-70	5.30856e-08	7.54376e-08
-75	-2.32832e-08	5.77422e-08
-80	-6.5193e-08	1.86266e-09
-85	-3.66012e-07	3.72532e-09
-90	-3.41797e-07	-5.58796e-09
-95	-3.38072e-07	-9.31328e-09
-100	-2.86849e-07	2.79398e-08
-105	-2.5239e-07	2.32832e-08
-110	-3.35278e-07	4.65664e-09
-115	-2.62635e-07	8.84761e-08
-120	-2.16999e-07	1.21073e-07
-125	-2.3842e-07	1.23867e-07
-130	-1.46219e-07	1.18278e-07
-135	-1.60188e-07	1.86266e-08
-140	-2.26312e-07	9.3133e-10
