Field	X	Y
0	-3.99539e-07	7.91629e-08
-5	-3.90226e-07	9.31328e-09
-10	-5.0478e-07	7.91629e-08
-15	-5.00124e-07	5.02916e-08
-20	-5.54141e-07	6.89183e-08
-25	-6.14677e-07	1.30386e-08
-30	-6.57517e-07	2.79398e-09
-35	-6.82663e-07	6.51929e-09
-40	-7.2271e-07	2.14205e-08
-45	-8.27949e-07	8.19568e-08
-50	-9.67651e-07	1.92785e-07
-55	-5.37377e-07	5.49483e-08
-60	8.66135e-08	6.23991e-08
-65	2.09548e-07	1.24798e-07
-70	3.91157e-07	1.35043e-07
-75	2.99888e-07	4.47037e-08
-80	2.57047e-07	1.59257e-07
-85	3.04544e-07	1.10828e-07
-90	1.30386e-07	1.02446e-07
-95	3.91158e-08	1.09897e-07
-100	3.72532e-09	1.16416e-07
-105	-3.25965e-08	9.59267e-08
-110	-3.07339e-08	3.07339e-08
-115	-1.24798e-07	2.79398e-08
-120	-9.87206e-08	1.09897e-07
-125	-9.22014e-08	4.19097e-08
-130	-1.46219e-07	-3.81845e-08
-135	-2.34694e-07	-5.58796e-09
-140	-2.48665e-07	-2.88711e-08
