Field	X	Y
0	-1.64845e-07	-2.33763e-07
-5	-2.68223e-07	-2.04892e-08
-10	-1.76021e-07	7.17123e-08
-15	-1.30386e-07	1.45287e-07
-20	-2.37488e-07	3.44592e-08
-25	-2.64497e-07	1.86266e-09
-30	-2.96162e-07	-6.51929e-09
-35	-2.54253e-07	-9.3133e-10
-40	-2.64497e-07	-3.72532e-09
-45	-3.52042e-07	0.0
-50	-4.62869e-07	2.32832e-08
-55	1.3318e-07	2.79398e-09
-60	7.40405e-07	7.35749e-08
-65	3.02682e-07	2.79398e-09
-70	-1.6112e-07	-3.72532e-09
-75	-1.95579e-07	0.0
-80	-1.20142e-07	1.00583e-07
-85	-1.34111e-07	2.51458e-08
-90	-1.89991e-07	8.84761e-08
-95	-1.52738e-07	1.86266e-09
-100	-1.6112e-07	-2.60771e-08
-105	-2.03961e-07	3.72532e-09
-110	-1.66708e-07	2.79398e-09
-115	-3.22239e-07	9.31328e-09
-120	-2.48665e-07	3.91158e-08
-125	-1.60188e-07	9.59267e-08
-130	-2.09548e-07	1.86266e-08
-135	-1.9651e-07	-5.58796e-09
-140	-2.4494e-07	5.58796e-09
