Field	X	Y
0	-1.76952e-07	1.26661e-07
-5	-2.35626e-07	2.04892e-08
-10	-2.62635e-07	9.3133e-10
-15	-2.48665e-07	-2.60771e-08
-20	-2.54253e-07	-9.4064e-08
-25	-3.39935e-07	-1.67639e-08
-30	-2.95231e-07	3.72531e-08
-35	-3.58561e-07	1.58326e-08
-40	-3.716e-07	1.3318e-07
-45	-4.00471e-07	1.10828e-07
-50	-4.84291e-07	1.0524e-07
-55	7.82316e-08	8.66135e-08
-60	6.75213e-07	1.09897e-07
-65	2.07686e-07	2.14205e-08
-70	-1.67639e-08	1.86266e-09
-75	-1.02446e-07	1.11759e-08
-80	-3.91158e-08	4.19097e-08
-85	-3.72532e-09	4.65664e-09
-90	-9.4064e-08	0.0
-95	-1.22004e-07	0.0
-100	-1.24798e-07	2.14205e-08
-105	-1.22004e-07	-1.86266e-09
-110	-1.22935e-07	1.76952e-08
-115	-1.43425e-07	2.04892e-08
-120	-1.9651e-07	9.9652e-08
-125	-1.67639e-07	8.75448e-08
-130	-1.49013e-07	1.02446e-08
-135	-2.06755e-07	6.7987e-08
-140	-2.44008e-07	3.35278e-08
