Field	X	Y
0	-2.2445e-07	1.89991e-07
-5	-3.716e-07	2.23519e-08
-10	-4.49831e-07	3.16652e-08
-15	-4.74045e-07	1.1269e-07
-20	-5.15025e-07	7.82316e-08
-25	-4.84291e-07	6.70557e-08
-30	-4.95467e-07	9.31328e-09
-35	-5.16888e-07	0.0
-40	-5.6066e-07	7.17123e-08
-45	-7.38542e-07	7.73002e-08
-50	-8.23293e-07	6.05364e-08
-55	-2.60772e-07	-1.49013e-08
-60	2.85918e-07	1.11759e-08
-65	1.07103e-07	1.11759e-08
-70	2.13274e-07	3.07339e-08
-75	1.88128e-07	6.51929e-09
-80	2.15136e-07	5.58796e-09
-85	2.36557e-07	4.19097e-08
-90	1.32249e-07	6.51929e-09
-95	-5.58796e-09	3.25965e-08
-100	-9.77893e-08	-7.0781e-08
-105	-1.10828e-07	1.21073e-08
-110	-1.46219e-07	1.11759e-07
-115	-1.28523e-07	1.0524e-07
-120	-1.44356e-07	2.70085e-08
-125	-1.35043e-07	5.21543e-08
-130	-2.319e-07	1.07103e-07
-135	-1.88128e-07	1.08965e-07
-140	-1.38768e-07	3.25965e-08
