Field	X	Y
0	-2.25381e-07	1.57394e-07
-5	-1.55532e-07	4.28411e-08
-10	-1.29455e-07	4.93603e-08
-15	-1.92785e-07	4.65664e-08
-20	-1.84403e-07	8.56821e-08
-25	-2.18862e-07	-3.72532e-09
-30	-1.55532e-07	5.02916e-08
-35	-1.27592e-07	8.38196e-09
-40	-2.06755e-07	-2.23519e-08
-45	-2.34694e-07	-3.35278e-08
-50	-2.26312e-07	8.38196e-09
-55	3.27827e-07	0.0
-60	1.0226e-06	8.00942e-08
-65	5.1875e-07	6.61244e-08
-70	3.91158e-08	3.91158e-08
-75	-9.22014e-08	4.65664e-09
-80	-1.57394e-07	8.10255e-08
-85	-3.00819e-07	1.58326e-07
-90	-3.52042e-07	7.91629e-08
-95	-2.63566e-07	8.00942e-08
-100	-2.6636e-07	6.5193e-08
-105	-2.50528e-07	-1.95579e-08
-110	-2.48665e-07	4.93603e-08
-115	-2.45871e-07	1.03377e-07
-120	-1.76021e-07	3.16652e-08
-125	-1.32249e-07	6.33304e-08
-130	-1.29455e-07	2.32832e-08
-135	-2.18862e-07	3.72532e-09
-140	-2.46802e-07	1.30386e-08
