Field	X	Y
0	-3.40866e-07	8.84761e-08
-5	-4.58213e-07	-7.26436e-08
-10	-5.08506e-07	3.07339e-08
-15	-4.25616e-07	7.91629e-08
-20	-4.69388e-07	5.02916e-08
-25	-4.88948e-07	1.14553e-07
-30	-4.9733e-07	1.22935e-07
-35	-6.07226e-07	6.61244e-08
-40	-6.56586e-07	1.58326e-08
-45	-7.27367e-07	1.02446e-07
-50	-9.21082e-07	7.73002e-08
-55	-4.87085e-07	1.03377e-07
-60	1.51806e-07	4.74977e-08
-65	2.08617e-07	1.11759e-08
-70	3.49248e-07	8.10255e-08
-75	3.6508e-07	5.1223e-08
-80	3.39935e-07	4.65664e-09
-85	2.18862e-07	0.0
-90	5.58796e-08	0.0
-95	-2.14205e-08	3.44592e-08
-100	-3.25965e-08	-6.05364e-08
-105	-1.24798e-07	7.73002e-08
-110	-1.08034e-07	1.1921e-07
-115	-1.08034e-07	2.04892e-08
-120	-1.22004e-07	-4.28411e-08
-125	-9.9652e-08	-6.51929e-09
-130	-1.34111e-07	0.0
-135	-1.99304e-07	4.65664e-09
-140	-1.62982e-07	1.0524e-07
