Field	X	Y
0	-3.62286e-07	1.84403e-07
-5	-3.19445e-07	3.16652e-08
-10	-4.05127e-07	-4.93603e-08
-15	-5.37377e-07	-6.5193e-08
-20	-5.86737e-07	1.11759e-08
-25	-5.91393e-07	2.23519e-08
-30	-5.30858e-07	1.67639e-08
-35	-5.9605e-07	-4.09784e-08
-40	-7.14328e-07	-4.00471e-08
-45	-8.04666e-07	-5.40169e-08
-50	-9.38777e-07	7.45064e-09
-55	-4.44243e-07	9.59267e-08
-60	1.10828e-07	5.86735e-08
-65	2.1793e-07	2.98025e-08
-70	4.01402e-07	-3.81845e-08
-75	3.59492e-07	-3.07339e-08
-80	1.92785e-07	-3.72532e-09
-85	2.22587e-07	4.65664e-08
-90	1.16416e-07	9.6858e-08
-95	1.39699e-08	1.18278e-07
-100	9.3133e-10	2.51458e-08
-105	-5.68109e-08	7.73002e-08
-110	-6.89183e-08	9.31327e-08
-115	-8.66135e-08	5.58796e-09
-120	-1.20142e-07	0.0
-125	-1.95579e-07	0.0
-130	-1.65776e-07	0.0
-135	-2.3842e-07	0.0
-140	-1.89991e-07	2.98025e-08
