Field	X	Y
0	-4.29342e-07	9.6858e-08
-5	-4.2096e-07	4.65664e-09
-10	-4.87085e-07	-2.42145e-08
-15	-4.91742e-07	7.73002e-08
-20	-4.9733e-07	-7.0781e-08
-25	-4.9733e-07	-6.05364e-08
-30	-6.53792e-07	-1.02446e-08
-35	-6.36097e-07	-4.00471e-08
-40	-6.4541e-07	5.49483e-08
-45	-7.88834e-07	1.16416e-07
-50	-1.04495e-06	6.89183e-08
-55	-5.58797e-07	8.38195e-08
-60	6.7987e-08	3.53905e-08
-65	1.77884e-07	1.11759e-08
-70	2.79399e-07	1.86266e-09
-75	2.69154e-07	9.3133e-10
-80	3.10132e-07	5.30856e-08
-85	2.76605e-07	0.0
-90	1.64845e-07	-2.88711e-08
-95	6.23991e-08	1.00583e-07
-100	2.14205e-08	2.88711e-08
-105	-4.74977e-08	2.88711e-08
-110	-1.16416e-07	6.51929e-09
-115	-1.50875e-07	0.0
-120	-1.69502e-07	7.73002e-08
-125	-1.29455e-07	3.25965e-08
-130	-1.56463e-07	-1.39699e-08
-135	-1.92785e-07	-4.65664e-09
-140	-2.14205e-07	-7.45064e-09
