Field	X	Y
0	-1.48081e-07	2.64497e-07
-5	-1.55532e-07	5.96051e-08
-10	-6.7987e-08	1.21073e-07
-15	-8.75448e-08	1.3318e-07
-20	-1.1921e-07	1.14553e-07
-25	-1.51806e-07	-5.58796e-09
-30	-1.84403e-07	5.40169e-08
-35	-1.6857e-07	3.07339e-08
-40	-1.30386e-07	5.21543e-08
-45	-2.16999e-07	6.98496e-08
-50	-2.00235e-07	6.42617e-08
-55	4.20028e-07	-4.65664e-08
-60	9.77896e-07	-9.31328e-09
-65	5.8208e-07	-9.3133e-10
-70	7.26436e-08	1.11759e-08
-75	-1.30386e-07	1.02446e-07
-80	-2.14205e-07	5.77422e-08
-85	-3.50179e-07	5.58796e-09
-90	-3.56698e-07	2.70085e-08
-95	-3.07338e-07	6.42617e-08
-100	-2.62635e-07	6.51929e-09
-105	-2.11411e-07	0.0
-110	-2.23518e-07	0.0
-115	-2.75673e-07	0.0
-120	-2.51459e-07	1.39699e-08
-125	-1.46219e-07	5.77422e-08
-130	-2.25381e-07	1.58326e-08
-135	-1.88128e-07	-8.38196e-09
-140	-1.95579e-07	0.0
