Field	X	Y
0	-3.32484e-07	4.37724e-08
-5	-3.90226e-07	5.02916e-08
-10	-4.19097e-07	2.14205e-08
-15	-3.85569e-07	-1.76952e-08
-20	-3.78119e-07	4.19097e-08
-25	-4.7032e-07	-1.30386e-08
-30	-5.14094e-07	-8.00942e-08
-35	-4.24685e-07	2.32832e-08
-40	-5.65316e-07	1.02446e-08
-45	-6.89182e-07	-7.45064e-09
-50	-7.59032e-07	-5.68109e-08
-55	-4.0699e-07	4.65664e-08
-60	1.74158e-07	1.27592e-07
-65	1.86265e-07	1.21073e-07
-70	2.72879e-07	1.23867e-07
-75	2.59841e-07	1.15484e-07
-80	2.04892e-07	2.79398e-08
-85	2.43077e-07	8.38195e-08
-90	1.3318e-07	4.47037e-08
-95	8.38196e-09	1.39699e-08
-100	0.0	5.1223e-08
-105	-9.22014e-08	1.11759e-08
-110	-2.23518e-07	4.8429e-08
-115	-1.62051e-07	-1.30386e-08
-120	-1.71364e-07	-4.47037e-08
-125	-1.69502e-07	5.49483e-08
-130	-2.1793e-07	2.42145e-08
-135	-2.46802e-07	6.51929e-09
-140	-1.546e-07	9.49954e-08
