Field	X	Y
0	-2.1793e-07	-1.31317e-07
-5	-1.8254e-07	3.25965e-08
-10	-2.42146e-07	-7.45064e-09
-15	-1.85334e-07	2.60771e-08
-20	-2.09548e-07	2.70085e-08
-25	-1.70433e-07	1.11759e-08
-30	-2.18862e-07	1.39699e-08
-35	-1.56463e-07	5.1223e-08
-40	-2.29106e-07	3.44592e-08
-45	-2.37488e-07	2.79398e-09
-50	-2.46802e-07	1.02446e-08
-55	2.97094e-07	1.86266e-09
-60	9.97454e-07	4.5635e-08
-65	5.61591e-07	5.02916e-08
-70	2.04892e-08	1.16416e-07
-75	-1.11759e-07	1.4715e-07
-80	-2.43077e-07	2.79398e-08
-85	-3.52042e-07	1.86266e-09
-90	-3.24102e-07	-1.21073e-08
-95	-2.84055e-07	1.86266e-09
-100	-2.5239e-07	1.02446e-07
-105	-2.48665e-07	5.30856e-08
-110	-3.28759e-07	4.65664e-09
-115	-2.34694e-07	4.65664e-09
-120	-1.66708e-07	9.31328e-09
-125	-2.77536e-07	8.38195e-08
-130	-2.39352e-07	1.15484e-07
-135	-2.47734e-07	1.21073e-07
-140	-2.71017e-07	2.51458e-08
