Field	X	Y
0	-1.70433e-07	-1.34111e-07
-5	-3.70668e-07	8.94074e-08
-10	-3.76256e-07	6.05364e-08
-15	-3.82775e-07	1.04309e-07
-20	-3.80913e-07	5.58796e-08
-25	-3.78119e-07	7.91629e-08
-30	-3.75325e-07	9.31328e-09
-35	-4.29342e-07	0.0
-40	-5.09437e-07	0.0
-45	-6.8732e-07	4.65664e-09
-50	-7.79521e-07	1.0524e-07
-55	-8.47508e-08	1.21073e-07
-60	3.34347e-07	4.47037e-08
-65	7.54376e-08	4.65664e-09
-70	-2.88711e-08	0.0
-75	1.02446e-08	2.79398e-09
-80	9.31327e-08	9.3133e-10
-85	1.49944e-07	7.45063e-08
-90	2.60771e-08	6.5193e-08
-95	1.86266e-09	1.13622e-07
-100	-7.0781e-08	2.51458e-08
-105	-1.1921e-07	6.33304e-08
-110	-4.37724e-08	9.31327e-08
-115	-1.11759e-07	1.09897e-07
-120	-2.33763e-07	1.11759e-07
-125	-1.92785e-07	5.1223e-08
-130	-1.22004e-07	3.07339e-08
-135	-1.23867e-07	2.70085e-08
-140	-1.30386e-07	-3.53905e-08
