Field	X	Y
0	-7.0781e-08	-1.60188e-07
-5	-7.82316e-08	-1.08034e-07
-10	-1.20142e-07	-2.60771e-08
-15	-1.20142e-07	-2.79398e-09
-20	-1.08965e-07	2.51458e-08
-25	-1.20142e-07	1.58326e-08
-30	-1.06171e-07	7.26436e-08
-35	-1.28523e-07	8.00942e-08
-40	-9.4064e-08	-3.72531e-08
-45	-2.00235e-07	1.95579e-08
-50	-2.44008e-07	1.01515e-07
-55	3.39935e-07	4.65664e-08
-60	9.24807e-07	5.96051e-08
-65	5.61591e-07	2.14205e-08
-70	9.6858e-08	1.86266e-09
-75	-8.19568e-08	2.51458e-08
-80	-2.05823e-07	6.61244e-08
-85	-3.49248e-07	7.45064e-09
-90	-3.78119e-07	7.45063e-08
-95	-3.28759e-07	7.73002e-08
-100	-2.62635e-07	1.1269e-07
-105	-2.72879e-07	1.34111e-07
-110	-2.35626e-07	1.26661e-07
-115	-2.37488e-07	6.14677e-08
-120	-2.48665e-07	6.51929e-09
-125	-2.28175e-07	5.58796e-08
-130	-1.83471e-07	6.33304e-08
-135	-1.62051e-07	6.51929e-09
-140	-1.3318e-07	2.14205e-08
