Field	X	Y
0	2.51458e-08	1.26661e-07
-5	-1.67639e-07	1.21073e-08
-10	-2.42146e-07	2.70085e-08
-15	-2.4494e-07	7.91629e-08
-20	-2.71017e-07	9.87206e-08
-25	-3.59492e-07	1.22935e-07
-30	-3.24102e-07	6.05364e-08
-35	-2.58909e-07	-3.72532e-09
-40	-2.62635e-07	0.0
-45	-4.2841e-07	6.05364e-08
-50	-4.90811e-07	1.00583e-07
-55	5.58796e-09	7.73002e-08
-60	6.49135e-07	1.6112e-07
-65	6.47273e-07	-1.02446e-08
-70	3.98608e-07	6.7987e-08
-75	1.58326e-07	1.11759e-07
-80	-1.11759e-08	4.47037e-08
-85	-2.14205e-07	4.09784e-08
-90	-2.54253e-07	1.86266e-08
-95	-2.39352e-07	2.79398e-09
-100	-2.42146e-07	0.0
-105	-2.42146e-07	1.06171e-07
-110	-1.85334e-07	4.5635e-08
-115	-2.23518e-07	6.14677e-08
-120	-1.76021e-07	3.25965e-08
-125	-2.34694e-07	-4.5635e-08
-130	-2.73811e-07	2.04892e-08
-135	-3.59492e-07	4.8429e-08
-140	-4.00471e-07	4.65664e-09
