Field	X	Y
0	-1.30386e-08	3.16652e-08
-5	-1.17347e-07	9.77893e-08
-10	-1.23867e-07	1.21073e-07
-15	-1.10828e-07	2.51458e-08
-20	-9.12701e-08	6.7987e-08
-25	-1.10828e-07	4.65664e-08
-30	-1.7509e-07	-3.91158e-08
-35	-1.35043e-07	6.51929e-09
-40	-2.28175e-07	-1.76952e-08
-45	-2.46802e-07	-1.11759e-08
-50	-2.42146e-07	7.45063e-08
-55	3.81844e-07	1.18278e-07
-60	1.03191e-06	8.19568e-08
-65	5.97913e-07	3.25965e-08
-70	4.47037e-08	8.94074e-08
-75	-1.41562e-07	1.58326e-08
-80	-1.79746e-07	4.65664e-08
-85	-2.79399e-07	1.14553e-07
-90	-3.30621e-07	3.35278e-08
-95	-2.84987e-07	8.38195e-08
-100	-2.60772e-07	3.72531e-08
-105	-2.50528e-07	-5.58796e-09
-110	-2.49596e-07	0.0
-115	-2.61703e-07	-1.02446e-08
-120	-2.51459e-07	-2.79398e-09
-125	-2.48665e-07	8.66135e-08
-130	-3.03613e-07	1.95579e-08
-135	-2.56116e-07	2.04892e-08
-140	-1.69502e-07	7.45064e-09
