Field	X	Y
0	-6.16539e-07	6.70557e-08
-5	-4.33998e-07	3.91158e-08
-10	-4.11646e-07	1.06171e-07
-15	-4.61938e-07	9.12701e-08
-20	-5.01987e-07	1.11759e-08
-25	-5.86737e-07	5.86735e-08
-30	-5.50415e-07	7.35749e-08
-35	-5.01987e-07	9.31328e-09
-40	-6.34234e-07	-1.02446e-08
-45	-6.72419e-07	8.66135e-08
-50	-8.2143e-07	1.49013e-08
-55	-4.69388e-07	9.6858e-08
-60	8.28882e-08	1.21073e-07
-65	1.06171e-07	4.09784e-08
-70	2.43077e-07	1.65776e-07
-75	3.37141e-07	1.39699e-07
-80	2.88712e-07	2.60771e-08
-85	2.69154e-07	3.44592e-08
-90	1.62051e-07	-4.65664e-09
-95	5.58796e-08	2.32832e-08
-100	4.65664e-09	7.0781e-08
-105	-1.11759e-07	2.70085e-08
-110	-2.26312e-07	-1.86266e-09
-115	-6.5193e-08	4.65664e-09
-120	-9.49954e-08	1.49013e-08
-125	-2.1793e-07	1.0524e-07
-130	-2.32832e-07	4.37724e-08
-135	-2.20724e-07	6.51929e-09
-140	-2.43077e-07	6.14677e-08
