Field	X	Y
0	-4.65664e-09	-1.39699e-08
-5	-1.49013e-08	6.7987e-08
-10	-9.9652e-08	8.00942e-08
-15	-1.22935e-07	1.48081e-07
-20	-1.03377e-07	4.74977e-08
-25	-2.1793e-07	6.51929e-09
-30	-1.1921e-07	0.0
-35	-1.8254e-07	-3.25965e-08
-40	-1.42493e-07	-3.72532e-09
-45	-1.95579e-07	9.49954e-08
-50	-2.44008e-07	5.40169e-08
-55	4.05127e-07	9.87206e-08
-60	1.07103e-06	5.1223e-08
-65	5.87668e-07	-4.28411e-08
-70	-3.91158e-08	9.87206e-08
-75	-1.546e-07	4.19097e-08
-80	-1.80677e-07	3.72532e-09
-85	-3.45522e-07	2.88711e-08
-90	-3.59492e-07	2.42145e-08
-95	-2.77536e-07	3.72532e-09
-100	-2.98956e-07	9.59267e-08
-105	-2.05823e-07	1.58326e-08
-110	-2.34694e-07	3.44592e-08
-115	-2.47734e-07	-4.65664e-08
-120	-2.48665e-07	6.5193e-08
-125	-2.37488e-07	7.63689e-08
-130	-1.6857e-07	3.72531e-08
-135	-2.01167e-07	1.11759e-08
-140	-1.64845e-07	0.0
