Field	X	Y
0	-2.1048e-07	-8.47508e-08
-5	-1.76952e-07	1.0524e-07
-10	-1.41562e-07	6.89183e-08
-15	-2.05823e-07	-6.51929e-09
-20	-1.39699e-07	-5.58796e-09
-25	-8.94074e-08	0.0
-30	-9.6858e-08	0.0
-35	-1.08034e-07	-3.81845e-08
-40	-1.73227e-07	-9.3133e-10
-45	-1.42493e-07	1.01515e-07
-50	-2.33763e-07	1.58326e-08
-55	3.21308e-07	1.00583e-07
-60	1.01515e-06	1.22004e-07
-65	4.41449e-07	1.23867e-07
-70	-3.35278e-08	6.98496e-08
-75	-2.46802e-07	2.32832e-08
-80	-2.5239e-07	1.0524e-07
-85	-4.11646e-07	1.23867e-07
-90	-3.19445e-07	6.51929e-09
-95	-3.06407e-07	0.0
-100	-2.60772e-07	7.35749e-08
-105	-2.49596e-07	5.58796e-09
-110	-3.10132e-07	0.0
-115	-2.51459e-07	8.75448e-08
-120	-2.48665e-07	8.84761e-08
-125	-1.67639e-07	1.11759e-08
-130	-1.42493e-07	-5.40169e-08
-135	-2.34694e-07	-7.0781e-08
-140	-2.47734e-07	9.9652e-08
