Field	X	Y
0	-4.72182e-07	-6.61244e-08
-5	-4.61938e-07	9.77893e-08
-10	-4.94536e-07	1.86266e-08
-15	-4.9733e-07	1.39699e-08
-20	-5.02918e-07	1.58326e-08
-25	-5.01055e-07	3.25965e-08
-30	-5.23407e-07	9.77893e-08
-35	-5.98844e-07	7.17123e-08
-40	-7.16191e-07	-3.72532e-09
-45	-8.33537e-07	2.51458e-08
-50	-9.38777e-07	-2.42145e-08
-55	-4.638e-07	2.32832e-08
-60	7.26436e-08	1.0524e-07
-65	1.51806e-07	1.58326e-08
-70	1.87197e-07	-9.3133e-10
-75	2.25381e-07	0.0
-80	3.05476e-07	2.32832e-08
-85	3.19445e-07	5.02916e-08
-90	1.56463e-07	1.03377e-07
-95	1.86266e-08	-4.47037e-08
-100	-2.14205e-08	-2.14205e-08
-105	-2.04892e-08	1.39699e-08
-110	-1.01515e-07	1.11759e-08
-115	-1.1269e-07	-4.65664e-09
-120	-1.22935e-07	-4.8429e-08
-125	-1.24798e-07	5.86735e-08
-130	-9.6858e-08	1.86266e-08
-135	-1.1269e-07	1.21073e-08
-140	-2.30038e-07	9.12701e-08
