Field	X	Y
0	-2.04892e-07	-9.3133e-10
-5	-1.36905e-07	7.73002e-08
-10	-1.01515e-07	8.38195e-08
-15	-1.22004e-07	9.03387e-08
-20	-1.39699e-07	1.11759e-08
-25	-2.34694e-07	2.79398e-09
-30	-1.50875e-07	8.66135e-08
-35	-3.16652e-08	6.61244e-08
-40	-7.54376e-08	3.53905e-08
-45	-1.01515e-07	1.1269e-07
-50	-1.41562e-07	1.22935e-07
-55	4.02333e-07	1.11759e-07
-60	9.05249e-07	2.42145e-08
-65	5.59729e-07	3.81845e-08
-70	1.39699e-08	3.72532e-09
-75	-4.5635e-08	1.31317e-07
-80	-1.80677e-07	2.23518e-07
-85	-4.31204e-07	1.1921e-07
-90	-4.16303e-07	9.03387e-08
-95	-2.88712e-07	3.16652e-08
-100	-2.02098e-07	-1.39699e-08
-105	-1.77884e-07	-2.79398e-09
-110	-2.46802e-07	-4.19097e-08
-115	-2.70085e-07	2.51458e-08
-120	-2.51459e-07	2.60771e-08
-125	-2.1048e-07	-1.86266e-09
-130	-1.57394e-07	-2.79398e-09
-135	-1.36905e-07	0.0
-140	-1.25729e-07	-5.21543e-08
