Field	X	Y
0	-3.45522e-07	-2.88711e-08
-5	-2.56116e-07	4.74977e-08
-10	-2.71017e-07	-3.72532e-09
-15	-2.5239e-07	-7.82316e-08
-20	-3.42729e-07	4.8429e-08
-25	-4.12578e-07	4.37724e-08
-30	-3.80913e-07	1.11759e-08
-35	-3.73462e-07	2.23519e-08
-40	-3.73462e-07	-2.79398e-08
-45	-4.60075e-07	8.38196e-09
-50	-5.97913e-07	-7.35749e-08
-55	-3.35278e-08	6.05364e-08
-60	4.99193e-07	1.07103e-07
-65	1.36905e-07	1.16416e-07
-70	-1.85334e-07	8.94074e-08
-75	-1.1921e-07	6.42617e-08
-80	-3.91158e-08	2.60771e-08
-85	1.86266e-09	3.25965e-08
-90	5.77422e-08	1.58326e-08
-95	-2.79398e-08	1.86266e-09
-100	-5.86735e-08	8.38195e-08
-105	-1.38768e-07	2.60771e-08
-110	-1.74158e-07	6.5193e-08
-115	-7.82316e-08	9.6858e-08
-120	-9.87206e-08	4.00471e-08
-125	-1.80677e-07	5.40169e-08
-130	-2.42146e-07	4.47037e-08
-135	-1.69502e-07	2.51458e-08
-140	-1.29455e-07	5.96051e-08
