Field	X	Y
0	-1.17347e-07	-2.60771e-08
-5	-3.99539e-07	8.38195e-08
-10	-3.94883e-07	3.63218e-08
-15	-3.75325e-07	1.21073e-08
-20	-3.73462e-07	1.11759e-08
-25	-3.92089e-07	1.39699e-08
-30	-3.92089e-07	4.09784e-08
-35	-4.45174e-07	6.05364e-08
-40	-5.98844e-07	1.86266e-08
-45	-6.29578e-07	6.23991e-08
-50	-7.29229e-07	4.65664e-08
-55	-2.37488e-07	-7.35749e-08
-60	3.84638e-07	-4.65664e-09
-65	4.40517e-07	1.39699e-08
-70	4.54487e-07	5.1223e-08
-75	2.2445e-07	3.72531e-08
-80	9.77893e-08	3.72532e-09
-85	5.1223e-08	9.4064e-08
-90	5.40169e-08	9.6858e-08
-95	-8.28882e-08	4.8429e-08
-100	-1.48081e-07	4.8429e-08
-105	-1.53669e-07	4.47037e-08
-110	-1.27592e-07	1.14553e-07
-115	-1.24798e-07	9.31327e-08
-120	-1.24798e-07	1.58326e-08
-125	-1.24798e-07	1.00583e-07
-130	-1.66708e-07	4.65664e-08
-135	-2.30038e-07	7.91629e-08
-140	-1.62982e-07	3.16652e-08
