Field	X	Y
0	-8.75448e-08	2.13274e-07
-5	-8.75448e-08	1.70433e-07
-10	-4.5635e-08	4.74977e-08
-15	-1.13622e-07	6.51929e-09
-20	-1.23867e-07	2.79398e-08
-25	-9.12701e-08	1.00583e-07
-30	-7.17123e-08	8.38195e-08
-35	-1.6112e-07	1.1269e-07
-40	-1.26661e-07	3.91158e-08
-45	-1.77884e-07	1.32249e-07
-50	-2.36557e-07	3.44592e-08
-55	3.66012e-07	4.65664e-09
-60	1.04123e-06	8.66135e-08
-65	5.7463e-07	1.30386e-08
-70	-3.72532e-09	7.54376e-08
-75	-1.20142e-07	9.87206e-08
-80	-2.45871e-07	3.16652e-08
-85	-3.73462e-07	-1.67639e-08
-90	-3.73462e-07	-6.23991e-08
-95	-2.86849e-07	1.39699e-08
-100	-2.5239e-07	1.25729e-07
-105	-1.76021e-07	3.72532e-09
-110	-2.39352e-07	-1.39699e-08
-115	-1.83471e-07	9.77893e-08
-120	-1.69502e-07	3.91158e-08
-125	-1.64845e-07	3.44592e-08
-130	-1.43425e-07	7.63689e-08
-135	-2.03029e-07	1.58326e-08
-140	-2.44008e-07	-7.82316e-08
