Field	X	Y
0	-2.42146e-07	8.66135e-08
-5	-1.27592e-07	1.39699e-08
-10	-7.45063e-08	1.0524e-07
-15	-8.75448e-08	1.86266e-08
-20	-1.86266e-08	6.89183e-08
-25	-8.94074e-08	1.95579e-08
-30	-1.29455e-07	9.3133e-10
-35	-1.22004e-07	-8.38196e-09
-40	-6.42617e-08	-2.79398e-09
-45	-1.65776e-07	-3.72532e-09
-50	-1.81609e-07	9.77893e-08
-55	4.2841e-07	7.26436e-08
-60	1.02912e-06	1.08034e-07
-65	5.67179e-07	1.18278e-07
-70	4.09784e-08	-5.58796e-09
-75	-8.56821e-08	1.86266e-09
-80	-1.66708e-07	0.0
-85	-3.42729e-07	-5.58796e-09
-90	-3.87432e-07	9.77893e-08
-95	-2.81261e-07	3.81845e-08
-100	-1.83471e-07	1.39699e-08
-105	-2.40283e-07	7.73002e-08
-110	-2.85918e-07	3.63218e-08
-115	-2.48665e-07	6.89183e-08
-120	-1.60188e-07	5.49483e-08
-125	-2.34694e-07	5.58796e-09
-130	-1.64845e-07	7.45063e-08
-135	-2.4494e-07	0.0
-140	-1.89059e-07	1.02446e-08
