Field	X	Y
0	-2.96162e-07	1.59257e-07
-5	-3.68806e-07	7.45064e-09
-10	-4.64732e-07	0.0
-15	-4.64732e-07	5.68109e-08
-20	-4.94536e-07	1.86266e-08
-25	-4.9733e-07	6.89183e-08
-30	-5.72767e-07	-4.47037e-08
-35	-6.808e-07	-7.45064e-09
-40	-6.50998e-07	-7.54376e-08
-45	-7.76727e-07	-8.94074e-08
-50	-8.60546e-07	-1.49013e-08
-55	-3.78119e-07	-3.35278e-08
-60	2.03961e-07	-7.45064e-09
-65	2.03961e-07	9.31327e-08
-70	3.4366e-07	8.10255e-08
-75	2.55184e-07	1.30386e-08
-80	2.27244e-07	0.0
-85	2.34694e-07	-1.11759e-08
-90	1.6112e-07	-9.3133e-10
-95	1.18278e-07	1.00583e-07
-100	2.23519e-08	2.04892e-08
-105	8.38196e-09	4.65664e-09
-110	1.39699e-08	5.58796e-08
-115	-1.14553e-07	5.1223e-08
-120	-1.24798e-07	-5.21543e-08
-125	-1.20142e-07	1.49013e-08
-130	-1.24798e-07	1.86266e-09
-135	-1.9651e-07	0.0
-140	-2.32832e-07	0.0
