Field	X	Y
0	-1.18278e-07	-2.00235e-07
-5	-2.49596e-07	-9.31328e-09
-10	-3.35278e-07	9.3133e-10
-15	-3.6508e-07	0.0
-20	-4.2096e-07	1.58326e-08
-25	-4.0699e-07	6.51929e-09
-30	-3.78119e-07	1.02446e-08
-35	-4.04196e-07	8.56821e-08
-40	-4.82429e-07	6.61244e-08
-45	-6.38891e-07	6.33304e-08
-50	-7.0874e-07	1.17347e-07
-55	-1.18278e-07	2.60771e-08
-60	3.35278e-07	1.02446e-08
-65	1.28523e-07	3.35278e-08
-70	1.24798e-07	1.30386e-08
-75	2.60771e-08	2.88711e-08
-80	7.45063e-08	1.86266e-08
-85	2.22587e-07	1.86266e-09
-90	8.19568e-08	1.14553e-07
-95	-9.22014e-08	1.23867e-07
-100	-1.21073e-07	3.25965e-08
-105	-6.23991e-08	1.86266e-09
-110	-1.07103e-07	2.98025e-08
-115	-1.22935e-07	5.21543e-08
-120	-6.61244e-08	8.38196e-09
-125	-9.9652e-08	2.60771e-08
-130	-2.18862e-07	1.06171e-07
-135	-2.46802e-07	3.53905e-08
-140	-2.48665e-07	4.65664e-09
