Field	X	Y
0	-3.49248e-07	1.35974e-07
-5	-4.8336e-07	1.49013e-08
-10	-4.62869e-07	1.01515e-07
-15	-5.3272e-07	4.65664e-08
-20	-5.29926e-07	-2.04892e-08
-25	-5.01987e-07	1.49013e-08
-30	-5.87668e-07	8.56821e-08
-35	-7.23641e-07	3.25965e-08
-40	-7.06877e-07	4.65664e-09
-45	-8.64271e-07	0.0
-50	-9.82553e-07	4.8429e-08
-55	-4.22822e-07	1.11759e-07
-60	1.546e-07	1.09897e-07
-65	1.89991e-07	2.98025e-08
-70	2.96162e-07	1.86266e-09
-75	2.78467e-07	1.11759e-08
-80	2.56116e-07	1.0524e-07
-85	2.45871e-07	2.70085e-08
-90	1.4715e-07	3.25965e-08
-95	3.91158e-08	1.20142e-07
-100	-4.47037e-08	1.34111e-07
-105	-6.42617e-08	5.40169e-08
-110	-5.21543e-08	4.65664e-09
-115	-1.63914e-07	0.0
-120	-2.39352e-07	0.0
-125	-2.37488e-07	8.75448e-08
-130	-2.34694e-07	1.76952e-08
-135	-2.47734e-07	9.12701e-08
-140	-1.71364e-07	2.32832e-08
