Field	X	Y
0	-5.29926e-07	2.19793e-07
-5	-4.08852e-07	1.86266e-08
-10	-4.74045e-07	9.3133e-10
-15	-4.58213e-07	-7.45064e-09
-20	-4.86154e-07	-9.87206e-08
-25	-4.95467e-07	6.70557e-08
-30	-5.13162e-07	2.70085e-08
-35	-6.07226e-07	1.86266e-09
-40	-6.92908e-07	4.19097e-08
-45	-7.16191e-07	9.31328e-09
-50	-9.10837e-07	1.30386e-08
-55	-4.37723e-07	3.44592e-08
-60	1.63914e-07	9.03387e-08
-65	3.04544e-07	1.1921e-07
-70	3.19445e-07	1.17347e-07
-75	2.57047e-07	6.5193e-08
-80	2.55184e-07	6.51929e-09
-85	2.85918e-07	8.38195e-08
-90	1.08965e-07	8.19568e-08
-95	1.11759e-08	5.30856e-08
-100	-6.14677e-08	3.72532e-09
-105	-6.61244e-08	-8.00942e-08
-110	-1.02446e-08	-8.00942e-08
-115	-6.14677e-08	-1.02446e-08
-120	-1.43425e-07	5.21543e-08
-125	-1.27592e-07	6.51929e-09
-130	-1.24798e-07	0.0
-135	-1.27592e-07	2.60771e-08
-140	-1.24798e-07	9.12701e-08
