Field	X	Y
0	-3.91157e-07	-2.39352e-07
-5	-4.46105e-07	-6.51929e-09
-10	-5.22476e-07	5.1223e-08
-15	-5.42033e-07	5.58796e-09
-20	-5.45759e-07	1.00583e-07
-25	-5.4669e-07	5.77422e-08
-30	-5.83012e-07	1.11759e-07
-35	-5.2527e-07	1.20142e-07
-40	-6.18402e-07	2.04892e-08
-45	-8.0746e-07	-5.58796e-09
-50	-8.43782e-07	1.58326e-08
-55	-3.66012e-07	8.38196e-09
-60	5.49483e-08	7.45064e-09
-65	2.1793e-07	0.0
-70	3.53904e-07	-1.30386e-08
-75	3.70668e-07	6.05364e-08
-80	3.72531e-07	9.77893e-08
-85	2.03961e-07	1.86266e-08
-90	5.40169e-08	4.19097e-08
-95	7.91629e-08	2.88711e-08
-100	-7.45064e-09	1.86266e-09
-105	-8.75448e-08	6.23991e-08
-110	-1.32249e-07	4.09784e-08
-115	-1.35974e-07	6.42617e-08
-120	-1.25729e-07	6.33304e-08
-125	-6.61244e-08	6.51929e-09
-130	-1.86265e-07	1.02446e-08
-135	-2.1793e-07	0.0
-140	-1.51806e-07	2.51458e-08
