Field	X	Y
0	-1.30386e-07	5.40169e-08
-5	-3.74393e-07	2.32832e-08
-10	-4.25616e-07	1.86266e-09
-15	-4.46105e-07	0.0
-20	-4.39586e-07	3.91158e-08
-25	-4.74045e-07	6.51929e-09
-30	-4.89879e-07	-1.11759e-08
-35	-4.9733e-07	6.05364e-08
-40	-5.92325e-07	1.02446e-08
-45	-7.25504e-07	3.72532e-09
-50	-7.4413e-07	0.0
-55	-2.1048e-07	0.0
-60	2.78467e-07	0.0
-65	1.67639e-08	5.58796e-09
-70	1.29455e-07	8.38196e-09
-75	1.11759e-07	7.82316e-08
-80	8.84761e-08	8.84761e-08
-85	1.37837e-07	1.18278e-07
-90	3.53905e-08	8.19568e-08
-95	-4.47037e-08	6.7987e-08
-100	-1.18278e-07	5.58796e-08
-105	-1.24798e-07	3.72531e-08
-110	-1.24798e-07	1.08034e-07
-115	-1.92785e-07	5.30856e-08
-120	-2.45871e-07	4.8429e-08
-125	-2.56116e-07	-4.65664e-09
-130	-2.48665e-07	-8.66135e-08
-135	-2.48665e-07	-1.39699e-08
-140	-1.98373e-07	-9.3133e-10
