Field	X	Y
0	-4.96399e-07	-2.14205e-08
-5	-4.58213e-07	2.79398e-09
-10	-4.52625e-07	1.67639e-08
-15	-4.91742e-07	-2.79398e-09
-20	-5.00124e-07	-2.32832e-08
-25	-4.98261e-07	-2.42145e-08
-30	-5.91393e-07	-3.72532e-09
-35	-6.16539e-07	0.0
-40	-6.93839e-07	0.0
-45	-8.45645e-07	-5.30856e-08
-50	-9.50884e-07	-7.45064e-09
-55	-4.94536e-07	-2.79398e-09
-60	1.07103e-07	6.51929e-09
-65	2.26312e-07	6.33304e-08
-70	3.53904e-07	1.58326e-08
-75	3.09201e-07	2.98025e-08
-80	3.55767e-07	-1.49013e-08
-85	2.71017e-07	-3.72532e-09
-90	1.48081e-07	3.81845e-08
-95	5.30856e-08	1.21073e-08
-100	-8.28882e-08	0.0
-105	-8.75448e-08	4.8429e-08
-110	-6.89183e-08	4.8429e-08
-115	-1.15484e-07	5.1223e-08
-120	-2.14205e-07	4.65664e-09
-125	-1.11759e-07	0.0
-130	-1.21073e-07	3.16652e-08
-135	-2.03961e-07	3.25965e-08
-140	-1.41562e-07	4.65664e-09
