Field	X	Y
0	-2.25381e-07	1.6112e-07
-5	-4.72182e-07	2.51458e-08
-10	-4.91742e-07	-1.21073e-08
-15	-4.88017e-07	8.75448e-08
-20	-4.93605e-07	1.15484e-07
-25	-4.53556e-07	1.17347e-07
-30	-4.93605e-07	3.25965e-08
-35	-5.95119e-07	1.86266e-09
-40	-6.97564e-07	6.51929e-09
-45	-8.0746e-07	7.54376e-08
-50	-9.53682e-07	1.02446e-08
-55	-4.76841e-07	9.6858e-08
-60	2.98025e-08	4.65664e-08
-65	8.94074e-08	4.19097e-08
-70	3.11064e-07	1.03377e-07
-75	3.11064e-07	6.05364e-08
-80	2.55184e-07	1.20142e-07
-85	2.45871e-07	7.35749e-08
-90	1.3318e-07	7.45064e-09
-95	1.14553e-07	9.49954e-08
-100	1.67639e-08	1.07103e-07
-105	-8.75448e-08	7.82316e-08
-110	-1.18278e-07	8.38196e-09
-115	-1.18278e-07	0.0
-120	-1.29455e-07	9.49954e-08
-125	-1.28523e-07	3.91158e-08
-130	-1.31317e-07	4.65664e-09
-135	-1.25729e-07	9.77893e-08
-140	-1.26661e-07	1.21073e-07
