Field	X	Y
0	-1.14553e-07	-1.39699e-07
-5	-1.14553e-07	1.40631e-07
-10	-1.546e-07	1.17347e-07
-15	-1.37837e-07	4.37724e-08
-20	-1.14553e-07	-2.32832e-08
-25	-1.22004e-07	6.51929e-09
-30	-1.6857e-07	3.81845e-08
-35	-2.41214e-07	6.51929e-09
-40	-2.29106e-07	5.02916e-08
-45	-2.58909e-07	1.58326e-08
-50	-2.48665e-07	-1.21073e-08
-55	3.50179e-07	1.27592e-07
-60	1.06637e-06	3.07339e-08
-65	6.3144e-07	1.04309e-07
-70	1.00583e-07	4.8429e-08
-75	7.45064e-09	7.82316e-08
-80	-1.74158e-07	1.06171e-07
-85	-2.89643e-07	3.72531e-08
-90	-3.85569e-07	5.30856e-08
-95	-2.91506e-07	1.49944e-07
-100	-2.5239e-07	3.53905e-08
-105	-2.46802e-07	1.03377e-07
-110	-3.03613e-07	1.21073e-07
-115	-3.39935e-07	1.3318e-07
-120	-2.48665e-07	6.05364e-08
-125	-1.80677e-07	9.3133e-10
-130	-1.88128e-07	-2.60771e-08
-135	-1.64845e-07	-2.79398e-09
-140	-1.85334e-07	5.1223e-08
