ScanID,Current,Field,Frequency,Spectra
257,9.8065,147.097,1.0,-0.9333015218188392
257,9.8065,147.097,1.003125,-0.9009614283462473
257,9.8065,147.097,1.00625,-0.8722344734323704
257,9.8065,147.097,1.0093750000000001,-0.8470016773430362
257,9.8065,147.097,1.0125,-0.8313699074063048
257,9.8065,147.097,1.015625,-0.8229571778221243
257,9.8065,147.097,1.01875,-0.8239177601009172
257,9.8065,147.097,1.021875,-0.8347281907896833
257,9.8065,147.097,1.0250000000000001,-0.8540804594933792
257,9.8065,147.097,1.028125,-0.8837499462977677
257,9.8065,147.097,1.03125,-0.9211861403784376
257,9.8065,147.097,1.034375,-0.9661629759134077
257,9.8065,147.097,1.0375,-1.010643066601258
257,9.8065,147.097,1.0406250000000001,-1.061478191646106
257,9.8065,147.097,1.04375,-1.112252664491253
257,9.8065,147.097,1.046875,-1.1663134079018276
257,9.8065,147.097,1.05,-1.2198403345326179
257,9.8065,147.097,1.053125,-1.266696176703748
257,9.8065,147.097,1.0562500000000001,-1.312420421128102
257,9.8065,147.097,1.059375,-1.3536026631676448
257,9.8065,147.097,1.0625,-1.3871405492770568
257,9.8065,147.097,1.065625,-1.4121760397912706
257,9.8065,147.097,1.06875,-1.4272729695391981
257,9.8065,147.097,1.0718750000000001,-1.4316830611133333
257,9.8065,147.097,1.0750000000000002,-1.4305252694259016
257,9.8065,147.097,1.078125,-1.4117322231268568
257,9.8065,147.097,1.08125,-1.3848779825078796
257,9.8065,147.097,1.084375,-1.343943821561549
257,9.8065,147.097,1.0875000000000001,-1.2934637158531224
257,9.8065,147.097,1.0906250000000002,-1.2362777466967847
257,9.8065,147.097,1.09375,-1.1776608818665726
257,9.8065,147.097,1.096875,-1.1117762219736937
257,9.8065,147.097,1.1,-1.0523052774642399
257,9.8065,147.097,1.1031250000000001,-0.9940271440057619
257,9.8065,147.097,1.1062500000000002,-0.9444826837095144
257,9.8065,147.097,1.109375,-0.9029816444686889
257,9.8065,147.097,1.1125,-0.8720637857983078
257,9.8065,147.097,1.115625,-0.8566168002449346
257,9.8065,147.097,1.1187500000000001,-0.8573809642113999
257,9.8065,147.097,1.1218750000000002,-0.8695213900638398
257,9.8065,147.097,1.125,-0.8939486729595374
257,9.8065,147.097,1.128125,-0.9263646079151295
257,9.8065,147.097,1.13125,-0.9636150800392308
257,9.8065,147.097,1.1343750000000001,-1.0071643926089293
257,9.8065,147.097,1.1375000000000002,-1.050452278719923
257,9.8065,147.097,1.140625,-1.092357237654277
257,9.8065,147.097,1.14375,-1.1291612361112828
257,9.8065,147.097,1.146875,-1.1615428452452574
257,9.8065,147.097,1.1500000000000001,-1.1842474770426747
257,9.8065,147.097,1.1531250000000002,-1.1998157970560346
257,9.8065,147.097,1.15625,-1.2037669104960413
257,9.8065,147.097,1.159375,-1.200378883443673
257,9.8065,147.097,1.1625,-1.1922254124964968
257,9.8065,147.097,1.1656250000000001,-1.1736154955317861
257,9.8065,147.097,1.1687500000000002,-1.1484144834925307
257,9.8065,147.097,1.171875,-1.1219444181317748
257,9.8065,147.097,1.175,-1.089519876792027
257,9.8065,147.097,1.178125,-1.0548847595009805
257,9.8065,147.097,1.1812500000000001,-1.016752717362031
257,9.8065,147.097,1.1843750000000002,-0.9792328706192898
257,9.8065,147.097,1.1875,-0.9433150183862511
257,9.8065,147.097,1.190625,-0.9075255697811757
257,9.8065,147.097,1.19375,-0.8767970930575693
257,9.8065,147.097,1.1968750000000001,-0.8519587088505811
257,9.8065,147.097,1.2000000000000002,-0.8261395868902306
257,9.8065,147.097,1.203125,-0.8207499580324418
257,9.8065,147.097,1.20625,-0.8148092455437673
257,9.8065,147.097,1.209375,-0.8249926290494835
257,9.8065,147.097,1.2125000000000001,-0.8445332941184409
257,9.8065,147.097,1.2156250000000002,-0.8782500370164454
257,9.8065,147.097,1.21875,-0.9226122989861709
257,9.8065,147.097,1.221875,-0.9776701807827436
257,9.8065,147.097,1.225,-1.0385289506410664
257,9.8065,147.097,1.2281250000000001,-1.1058102399843937
257,9.8065,147.097,1.2312500000000002,-1.174444544972749
257,9.8065,147.097,1.234375,-1.2463476623216614
257,9.8065,147.097,1.2375,-1.3148918939898722
257,9.8065,147.097,1.240625,-1.3818592532834177
257,9.8065,147.097,1.2437500000000001,-1.4405227811068997
257,9.8065,147.097,1.2468750000000002,-1.4872536753092929
257,9.8065,147.097,1.25,-1.5136063859931694
257,9.8065,147.097,1.253125,-1.5372138721251498
257,9.8065,147.097,1.25625,-1.5397192913805298
257,9.8065,147.097,1.2593750000000001,-1.5286349837412154
257,9.8065,147.097,1.2625000000000002,-1.5052758473985437
257,9.8065,147.097,1.265625,-1.469892577271881
257,9.8065,147.097,1.26875,-1.424632877079386
257,9.8065,147.097,1.271875,-1.3716130305687182
257,9.8065,147.097,1.2750000000000001,-1.313657894699092
257,9.8065,147.097,1.2781250000000002,-1.2527743604695443
257,9.8065,147.097,1.28125,-1.1942819189286822
257,9.8065,147.097,1.284375,-1.1388098229424075
257,9.8065,147.097,1.2875,-1.090132201527772
257,9.8065,147.097,1.2906250000000001,-1.0521182968342597
257,9.8065,147.097,1.2937500000000002,-1.0242066538339771
257,9.8065,147.097,1.296875,-1.0098586636082056
257,9.8065,147.097,1.3,-1.0080053574508698
257,9.8065,147.097,1.303125,-1.0173542772780009
257,9.8065,147.097,1.3062500000000001,-1.0405169320220988
257,9.8065,147.097,1.3093750000000002,-1.073967678682231
257,9.8065,147.097,1.3125,-1.119354693852352
257,9.8065,147.097,1.315625,-1.165772780818747
257,9.8065,147.097,1.31875,-1.218038702918002
257,9.8065,147.097,1.3218750000000001,-1.2638470137411415
257,9.8065,147.097,1.3250000000000002,-1.3129626870307
257,9.8065,147.097,1.328125,-1.3511617408470493
257,9.8065,147.097,1.33125,-1.380743315480678
257,9.8065,147.097,1.334375,-1.4011980469119147
257,9.8065,147.097,1.3375000000000001,-1.4125911848546422
257,9.8065,147.097,1.3406250000000002,-1.4140436228558024
257,9.8065,147.097,1.34375,-1.406257878562819
257,9.8065,147.097,1.346875,-1.390088074403585
257,9.8065,147.097,1.35,-1.3690275468147564
257,9.8065,147.097,1.3531250000000001,-1.340782660158015
257,9.8065,147.097,1.3562500000000002,-1.3044855565433442
257,9.8065,147.097,1.359375,-1.26123935888266
257,9.8065,147.097,1.3625,-1.2147400723651072
257,9.8065,147.097,1.365625,-1.1702504141692247
257,9.8065,147.097,1.3687500000000001,-1.1254430103648054
257,9.8065,147.097,1.3718750000000002,-1.0783606560625105
257,9.8065,147.097,1.375,-1.0322442492753197
257,9.8065,147.097,1.378125,-0.9886882102433209
257,9.8065,147.097,1.38125,-0.9535926611736606
257,9.8065,147.097,1.3843750000000001,-0.9210558198260177
257,9.8065,147.097,1.3875000000000002,-0.8985542987221419
257,9.8065,147.097,1.390625,-0.8922312334815531
257,9.8065,147.097,1.39375,-0.9016584375393542
257,9.8065,147.097,1.396875,-0.9266322517969771
257,9.8065,147.097,1.4000000000000001,-0.9692895411481239
257,9.8065,147.097,1.4031250000000002,-1.0265959224580814
257,9.8065,147.097,1.40625,-1.093460311015623
257,9.8065,147.097,1.409375,-1.173013479168282
257,9.8065,147.097,1.4125,-1.2596378574149705
257,9.8065,147.097,1.4156250000000001,-1.3458803122896739
257,9.8065,147.097,1.4187500000000002,-1.4294110760260468
257,9.8065,147.097,1.421875,-1.5050880648119254
257,9.8065,147.097,1.425,-1.573209199273803
257,9.8065,147.097,1.428125,-1.6187534348071655
257,9.8065,147.097,1.4312500000000001,-1.6505034422184663
257,9.8065,147.097,1.4343750000000002,-1.6687792670498833
257,9.8065,147.097,1.4375,-1.6701183562497741
257,9.8065,147.097,1.440625,-1.6596270929733135
257,9.8065,147.097,1.44375,-1.6395893914085622
257,9.8065,147.097,1.4468750000000001,-1.6095494409902924
257,9.8065,147.097,1.4500000000000002,-1.5716224085660138
257,9.8065,147.097,1.453125,-1.5279752677751142
257,9.8065,147.097,1.45625,-1.4835056058052996
257,9.8065,147.097,1.459375,-1.4346821969043455
257,9.8065,147.097,1.4625000000000001,-1.3876630145947209
257,9.8065,147.097,1.4656250000000002,-1.3417554846584259
257,9.8065,147.097,1.46875,-1.3022133951756734
257,9.8065,147.097,1.471875,-1.2663009842857704
257,9.8065,147.097,1.475,-1.238209626954389
257,9.8065,147.097,1.4781250000000001,-1.2135171232210151
257,9.8065,147.097,1.4812500000000002,-1.1973603115462153
257,9.8065,147.097,1.484375,-1.1932910144139453
257,9.8065,147.097,1.4875,-1.1986894808159445
257,9.8065,147.097,1.490625,-1.213879002613381
257,9.8065,147.097,1.4937500000000001,-1.2453080241306231
257,9.8065,147.097,1.4968750000000002,-1.2813138344876571
257,9.8065,147.097,1.5,-1.3285421506779374
257,9.8065,147.097,1.503125,-1.3828302187733263
257,9.8065,147.097,1.50625,-1.4397610839988113
257,9.8065,147.097,1.5093750000000001,-1.4987461372474422
257,9.8065,147.097,1.5125000000000002,-1.5559939638756906
257,9.8065,147.097,1.515625,-1.608005968184146
257,9.8065,147.097,1.51875,-1.6507847837407321
257,9.8065,147.097,1.521875,-1.6823099275236828
257,9.8065,147.097,1.5250000000000001,-1.6975516421371741
257,9.8065,147.097,1.5281250000000002,-1.700662330812116
257,9.8065,147.097,1.53125,-1.686334855018297
257,9.8065,147.097,1.534375,-1.6570138457085863
257,9.8065,147.097,1.5375,-1.6180812166402796
257,9.8065,147.097,1.5406250000000001,-1.5632822105128776
257,9.8065,147.097,1.5437500000000002,-1.4982758118575878
257,9.8065,147.097,1.546875,-1.42630356988548
257,9.8065,147.097,1.55,-1.3542939650137709
257,9.8065,147.097,1.553125,-1.2780509853521127
257,9.8065,147.097,1.5562500000000001,-1.207550742006802
257,9.8065,147.097,1.5593750000000002,-1.1422074435691996
257,9.8065,147.097,1.5625,-1.083330131762545
257,9.8065,147.097,1.565625,-1.0416131234414177
257,9.8065,147.097,1.56875,-1.0129034057102244
257,9.8065,147.097,1.5718750000000001,-1.0025821377025244
257,9.8065,147.097,1.5750000000000002,-1.0056615628034622
257,9.8065,147.097,1.578125,-1.0191962614918633
257,9.8065,147.097,1.58125,-1.0534522435858118
257,9.8065,147.097,1.584375,-1.1024577915657545
257,9.8065,147.097,1.5875000000000001,-1.1616058311784772
257,9.8065,147.097,1.5906250000000002,-1.2293892688889763
257,9.8065,147.097,1.59375,-1.3047147667733936
257,9.8065,147.097,1.596875,-1.3824108550999217
257,9.8065,147.097,1.6,-1.4585415719866612
257,9.8065,147.097,1.6031250000000001,-1.5300107287171572
257,9.8065,147.097,1.6062500000000002,-1.5967113902588037
257,9.8065,147.097,1.609375,-1.6549233674736785
257,9.8065,147.097,1.6125,-1.704713855715355
257,9.8065,147.097,1.615625,-1.740735301734887
257,9.8065,147.097,1.6187500000000001,-1.7663109568162216
257,9.8065,147.097,1.6218750000000002,-1.7779838372540715
257,9.8065,147.097,1.625,-1.7748895124805109
257,9.8065,147.097,1.628125,-1.759589210958161
257,9.8065,147.097,1.63125,-1.732768694038126
257,9.8065,147.097,1.6343750000000001,-1.6938474546721105
257,9.8065,147.097,1.6375000000000002,-1.64605648992745
257,9.8065,147.097,1.640625,-1.5919078468420458
257,9.8065,147.097,1.64375,-1.5327444361125864
257,9.8065,147.097,1.646875,-1.4715371804057045
257,9.8065,147.097,1.6500000000000001,-1.409884087977773
257,9.8065,147.097,1.6531250000000002,-1.3493447050740626
257,9.8065,147.097,1.65625,-1.2972968545427284
257,9.8065,147.097,1.659375,-1.257639894313772
257,9.8065,147.097,1.6625,-1.2317036881382015
257,9.8065,147.097,1.6656250000000001,-1.2235185217343136
257,9.8065,147.097,1.6687500000000002,-1.231861039255361
257,9.8065,147.097,1.671875,-1.255847076970495
257,9.8065,147.097,1.675,-1.2982302855867833
257,9.8065,147.097,1.678125,-1.349704157928996
257,9.8065,147.097,1.6812500000000001,-1.4132355349809052
257,9.8065,147.097,1.6843750000000002,-1.483105931532592
257,9.8065,147.097,1.6875,-1.5577299378545941
257,9.8065,147.097,1.690625,-1.6311074541073243
257,9.8065,147.097,1.69375,-1.6992307919937855
257,9.8065,147.097,1.6968750000000001,-1.7606665517712323
257,9.8065,147.097,1.7000000000000002,-1.8090724810772003
257,9.8065,147.097,1.703125,-1.847977164324273
257,9.8065,147.097,1.70625,-1.8707433933429731
257,9.8065,147.097,1.709375,-1.8827210339973761
257,9.8065,147.097,1.7125000000000001,-1.8800499565916995
257,9.8065,147.097,1.7156250000000002,-1.8671183179229445
257,9.8065,147.097,1.71875,-1.8372961583746656
257,9.8065,147.097,1.721875,-1.7968598414582542
257,9.8065,147.097,1.725,-1.7488404476075734
257,9.8065,147.097,1.7281250000000001,-1.6901413019091152
257,9.8065,147.097,1.7312500000000002,-1.6262647748381622
257,9.8065,147.097,1.734375,-1.55727344026855
257,9.8065,147.097,1.7375,-1.4856062279275537
257,9.8065,147.097,1.740625,-1.4147801145647656
257,9.8065,147.097,1.7437500000000001,-1.3468716720793548
257,9.8065,147.097,1.7468750000000002,-1.2804038459290763
257,9.8065,147.097,1.75,-1.2197663865611768
257,9.8065,147.097,1.753125,-1.1719955101466268
257,9.8065,147.097,1.75625,-1.137072221486347
257,9.8065,147.097,1.7593750000000001,-1.1157053369247791
257,9.8065,147.097,1.7625000000000002,-1.114049045466427
257,9.8065,147.097,1.765625,-1.1393850879087555
257,9.8065,147.097,1.76875,-1.1742175728351432
257,9.8065,147.097,1.771875,-1.2229351404305007
257,9.8065,147.097,1.7750000000000001,-1.2850814541614
257,9.8065,147.097,1.7781250000000002,-1.3597488929697548
257,9.8065,147.097,1.78125,-1.447226589128129
257,9.8065,147.097,1.784375,-1.5387533748337638
257,9.8065,147.097,1.7875,-1.6273073581075042
257,9.8065,147.097,1.7906250000000001,-1.7027824140958658
257,9.8065,147.097,1.7937500000000002,-1.7755149300719735
257,9.8065,147.097,1.7968750000000002,-1.8339755958269692
257,9.8065,147.097,1.8,-1.8755289028219404
257,9.8065,147.097,1.803125,-1.898564342393699
257,9.8065,147.097,1.8062500000000001,-1.9078682885621916
257,9.8065,147.097,1.8093750000000002,-1.8939749503457672
257,9.8065,147.097,1.8125000000000002,-1.8645430346477845
257,9.8065,147.097,1.815625,-1.8259275619804585
257,9.8065,147.097,1.81875,-1.7751351115797362
257,9.8065,147.097,1.8218750000000001,-1.7177955257443576
257,9.8065,147.097,1.8250000000000002,-1.6563711245805859
257,9.8065,147.097,1.8281250000000002,-1.5904976753722253
257,9.8065,147.097,1.83125,-1.5295215472190729
257,9.8065,147.097,1.834375,-1.470755449287386
257,9.8065,147.097,1.8375000000000001,-1.4206349690649491
257,9.8065,147.097,1.8406250000000002,-1.3789475299536131
257,9.8065,147.097,1.8437500000000002,-1.3442679287868353
257,9.8065,147.097,1.846875,-1.3241854188340967
257,9.8065,147.097,1.85,-1.3182726357128007
257,9.8065,147.097,1.8531250000000001,-1.3228735868875154
257,9.8065,147.097,1.8562500000000002,-1.3433756547181992
257,9.8065,147.097,1.8593750000000002,-1.380051783729167
257,9.8065,147.097,1.8625,-1.429749399721624
257,9.8065,147.097,1.865625,-1.4922006701645276
257,9.8065,147.097,1.8687500000000001,-1.5634229801843276
257,9.8065,147.097,1.8718750000000002,-1.6390389337473763
257,9.8065,147.097,1.8750000000000002,-1.7200138198099248
257,9.8065,147.097,1.878125,-1.7979148789179042
257,9.8065,147.097,1.88125,-1.8721213273184347
257,9.8065,147.097,1.8843750000000001,-1.9406592253995494
257,9.8065,147.097,1.8875000000000002,-1.9958414909754187
257,9.8065,147.097,1.8906250000000002,-2.0350756047517233
257,9.8065,147.097,1.89375,-2.059776120888163
257,9.8065,147.097,1.896875,-2.069959094793872
257,9.8065,147.097,1.9000000000000001,-2.0594959905840478
257,9.8065,147.097,1.9031250000000002,-2.0255222704870897
257,9.8065,147.097,1.9062500000000002,-1.9802910267890232
257,9.8065,147.097,1.909375,-1.9214737189498918
257,9.8065,147.097,1.9125,-1.853382153891191
257,9.8065,147.097,1.9156250000000001,-1.7740210009231188
257,9.8065,147.097,1.9187500000000002,-1.6906291067084904
257,9.8065,147.097,1.9218750000000002,-1.6035115385500995
257,9.8065,147.097,1.925,-1.5186406358294895
257,9.8065,147.097,1.928125,-1.437721144062234
257,9.8065,147.097,1.9312500000000001,-1.3648080778659053
257,9.8065,147.097,1.9343750000000002,-1.301856806057283
257,9.8065,147.097,1.9375000000000002,-1.2519807230193911
257,9.8065,147.097,1.940625,-1.2196667127114036
257,9.8065,147.097,1.94375,-1.2020442892261693
257,9.8065,147.097,1.9468750000000001,-1.201019318363746
257,9.8065,147.097,1.9500000000000002,-1.2176855992080502
257,9.8065,147.097,1.9531250000000002,-1.2548130368833497
257,9.8065,147.097,1.95625,-1.3070970101112958
257,9.8065,147.097,1.959375,-1.3765611578549328
257,9.8065,147.097,1.9625000000000001,-1.4576688731924783
257,9.8065,147.097,1.9656250000000002,-1.5442000311863333
257,9.8065,147.097,1.9687500000000002,-1.6353897610134887
257,9.8065,147.097,1.971875,-1.7225533808643463
257,9.8065,147.097,1.975,-1.8048020518181482
257,9.8065,147.097,1.9781250000000001,-1.8739977647289896
257,9.8065,147.097,1.9812500000000002,-1.9317209661980832
257,9.8065,147.097,1.9843750000000002,-1.972179595991698
257,9.8065,147.097,1.9875,-1.9955102916267389
257,9.8065,147.097,1.990625,-2.00158797563452
257,9.8065,147.097,1.9937500000000001,-1.985093596086839
257,9.8065,147.097,1.9968750000000002,-1.9554673069827986
257,9.8065,147.097,2.0,-1.9099865388014763
257,9.8065,147.097,2.0031250000000003,-1.851436143025452
257,9.8065,147.097,2.00625,-1.7831352779008445
257,9.8065,147.097,2.009375,-1.7089304715973404
257,9.8065,147.097,2.0125,-1.6342298131817243
257,9.8065,147.097,2.015625,-1.5585919550126754
257,9.8065,147.097,2.0187500000000003,-1.4869644156895492
257,9.8065,147.097,2.021875,-1.4182632088129876
257,9.8065,147.097,2.025,-1.3584757572086115
257,9.8065,147.097,2.028125,-1.3149537328643037
257,9.8065,147.097,2.03125,-1.2839508691676027
257,9.8065,147.097,2.0343750000000003,-1.2722127117341542
