t	Voltage
180	11.93831
180	11.68202
180	11.37375
180	11.0389
180	10.7186
180	10.38041
180	10.08245
180	9.775689
180	9.51057
180	9.251829
180	9.007984
180	8.802604
180	8.603735
180	8.435886
180	8.260682
180	8.071187
180	7.910696
180	7.780907
180	7.726392
180	7.77681
180	7.950697
180	8.21911
180	8.567373
180	8.958292
180	9.358947
180	9.759973
180	10.09854
180	10.39177
180	10.64112
180	10.83825
180	11.00157
180	11.117
180	11.19034
180	11.23163
180	11.24739
180	11.25082
180	11.26439
180	11.30826
180	11.39827
180	11.53675
180	11.7048
180	11.87082
180	12.00783
180	12.0962
180	12.12269
180	12.09798
180	12.0313
180	11.93582
180	11.81859
180	11.69538
180	11.57568
180	11.4653
180	11.36495
180	11.28311
180	11.20204
180	11.1059
180	10.97812
180	10.80299
180	10.59978
180	10.36753
180	10.12094
180	9.879799
180	9.641343
180	9.446042
180	9.282228
180	9.16039
180	9.083992
180	9.052238
180	9.068096
180	9.123282
180	9.212325
180	9.330396
180	9.48427
180	9.660913
180	9.878379
180	10.13475
180	10.42167
180	10.73314
180	11.01323
180	11.26881
180	11.49282
180	11.6803
180	11.84667
180	11.97747
180	12.09486
180	12.20463
180	12.31104
180	12.42087
180	12.5277
180	12.63001
180	12.72572
180	12.80786
180	12.85839
180	12.85842
180	12.79439
180	12.65971
180	12.46039
180	12.21251
180	11.92816
180	11.62372
180	11.29151
180	10.97608
180	10.65591
180	10.3382
180	10.0204
180	9.698339
180	9.386904
180	9.08895
180	8.799534
180	8.50402
180	8.242066
180	7.996929
180	7.775721
180	7.589336
180	7.439683
180	7.365208
180	7.376379
180	7.48815
180	7.714692
180	8.022833
180	8.403362
180	8.816801
180	9.235882
180	9.636253
180	9.983168
180	10.26221
180	10.47999
180	10.64448
180	10.74054
180	10.78888
180	10.80218
180	10.79075
180	10.77125
180	10.76188
180	10.77938
180	10.84098
180	10.95626
180	11.13095
180	11.32682
180	11.52556
180	11.69588
180	11.8156
180	11.88875
180	11.91133
180	11.90445
180	11.88246
180	11.85806
180	11.8421
180	11.83967
180	11.8536
180	11.87739
180	11.90391
180	11.91885
180	11.90532
180	11.84489
180	11.72475
180	11.53732
180	11.3155
180	11.06589
180	10.80823
180	10.55838
180	10.31808
180	10.10499
180	9.921642
180	9.756618
180	9.598166
180	9.460097
180	9.325364
180	9.191594
180	9.063763
180	8.937645
180	8.833419
180	8.765352
180	8.750971
180	8.810645
180	8.951908
180	9.175218
180	9.461434
180	9.788184
180	10.139
180	10.48025
180	10.79102
180	11.07983
180	11.34839
180	11.56462
180	11.74614
180	11.89719
180	12.01682
180	12.11587
180	12.19112
180	12.25438
180	12.31891
180	12.39821
180	12.49028
180	12.58674
180	12.66851
180	12.7103
180	12.6853
180	12.59081
180	12.42749
180	12.20697
180	11.93835
180	11.64382
180	11.33485
180	11.01775
180	10.68658
180	10.38239
180	10.08353
180	9.790132
180	9.507441
180	9.218765
180	8.94667
180	8.680592
180	8.42439
180	8.164783
180	7.94528
180	7.75263
180	7.60162
180	7.511896
180	7.497402
180	7.585461
180	7.779735
180	8.071612
180	8.444048
180	8.855663
180	9.264748
180	9.658999
180	10.02834
